Sentiment,L1 Cluster ID,L1 Cluster,L1 Phrase Count,L1 Review Count,L1 Rating (Phrase),L1 Rating (Review),L2 Cluster ID,L2 Cluster,L2 Phrase Count,L2 Review Count,L2 Rating (Phrase),L2 Rating (Review),L3 Cluster ID,L3 Cluster,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I12,Packaging,51,46,4.784313725,4.804347826,P4L3I3, calm any redness,17,12,4.75,4.705882353,P4L4I1963, great price,P4R1273,3,No,No,No,1,0,,Aging
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I2, combination acne prone skin,16,16,2.375,2.375,P4L4I1964, unfortunately broke me out,P4R1273,3,No,No,No,1,0,,Aging
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I13, have eczema,16,16,2.8125,2.8125,P4L4I1965, constant white heads,P4R1273,3,No,No,No,1,0,,Aging
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I12,Packaging,51,46,4.784313725,4.804347826,P4L3I6, price is worth it,7,7,5,5,P4L4I1966, used to last for me for 2 months,P4R1348,5,No,Yes,No,2,1,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I8,Demographic,135,133,4.874074074,4.872180451,P4L3I55, thick and hydrating,8,8,4.875,4.875,P4L4I1967, from past 6 months,P4R1348,5,No,Yes,No,2,1,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I5,Allergy,45,44,4.844444444,4.863636364,P4L3I1, very dry T-Zone quickly,28,27,4.925925926,4.892857143,P4L4I1968, helped with my allergy,P4R1348,5,No,Yes,No,2,1,,Acne
Positive,P4L1I2,Performance,1025,989,4.829268293,4.826086957,P4L2I5,Allergy,45,44,4.844444444,4.863636364,P4L3I2, combination acne prone skin,2,2,5,5,P4L4I39,,P4R1348,5,No,Yes,No,2,1,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I13,Odor,60,59,4.716666667,4.711864407,P4L3I1, very dry T-Zone quickly,26,26,4.846153846,4.846153846,P4L4I1969, no scent,P4R897,4,No,Yes,No,0,0,,Dark Circles
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I25, this one is PERFECTION,10,10,2.9,2.9,P4L4I1970, not intensely moisturizing,P4R897,4,No,Yes,No,0,0,,Dark Circles
Negative,P4L1I3,Emotional,26,24,3,2.958333333,P4L2I3,Sentiment,13,12,3.076923077,3,P4L3I1, very dry T-Zone quickly,13,12,3,3.076923077,P4L4I1971, not the most exciting product,P4R897,4,No,Yes,No,0,0,,Dark Circles
Negative,P4L1I3,Emotional,26,24,3,2.958333333,P4L2I6,Purchase,11,11,2.909090909,2.909090909,P4L3I1, very dry T-Zone quickly,11,11,2.909090909,2.909090909,P4L4I1972, not sure if I’ll repurchase,P4R897,4,No,Yes,No,0,0,,Dark Circles
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I13,Odor,60,59,4.716666667,4.711864407,P4L3I5, Very gentle,11,11,4.363636364,4.363636364,P4L4I1973, was scent-free,P4R1230,2,No,No,No,0,0,,Redness
Negative,P4L1I1,Application,79,69,2.860759494,2.898550725,P4L2I1,Texture,54,47,2.962962963,3.042553191,P4L3I3, calm any redness,24,18,2.722222222,2.708333333,P4L4I1974, doesn’t absorb quickly,P4R1230,2,No,No,No,0,0,,Redness
Negative,P4L1I3,Emotional,26,24,3,2.958333333,P4L2I3,Sentiment,13,12,3.076923077,3,P4L3I1, very dry T-Zone quickly,13,12,3,3.076923077,P4L4I1975, sadly it was such a disappointment,P4R1230,2,No,No,No,0,0,,Redness
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I14,Performance,24,20,1.958333333,2.15,P4L3I1, very dry T-Zone quickly,24,20,2.15,1.958333333,P4L4I1976, peels off like skin,P4R1230,2,No,No,No,0,0,,Redness
Negative,P4L1I1,Application,79,69,2.860759494,2.898550725,P4L2I11,Application,25,22,2.64,2.590909091,P4L3I1, very dry T-Zone quickly,25,22,2.590909091,2.64,P4L4I1977, have to massage it in,P4R1230,2,No,No,No,0,0,,Redness
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I13,Odor,60,59,4.716666667,4.711864407,P4L3I5, Very gentle,11,11,4.363636364,4.363636364,P4L4I1978, is unscented,P4R1330,4,No,No,No,0,0,25-34,Aging
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I1, very dry T-Zone quickly,25,22,2.363636364,2.4,P4L4I1979, strangely drying on my face,P4R1330,4,No,No,No,0,0,25-34,Aging
Negative,P4L1I3,Emotional,26,24,3,2.958333333,P4L2I6,Purchase,11,11,2.909090909,2.909090909,P4L3I1, very dry T-Zone quickly,11,11,2.909090909,2.909090909,P4L4I1980, would probably not purchase again,P4R1330,4,No,No,No,0,0,25-34,Aging
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I13,Odor,60,59,4.716666667,4.711864407,P4L3I1, very dry T-Zone quickly,26,26,4.846153846,4.846153846,P4L4I1981, isn't any overpowering smell,P4R1371,5,No,Yes,No,0,0,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I15,Competitor,,,,,P4L3I1, very dry T-Zone quickly,14,11,3.454545455,3.785714286,P4L4I1982, Ultra Repair Cream works great as a body/dry patch moisturizer,P4R1371,5,No,Yes,No,0,0,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I15,Competitor,,,,,P4L3I1, very dry T-Zone quickly,14,11,3.454545455,3.785714286,P4L4I1983," better than most other ""body lotions""",P4R1371,5,No,Yes,No,0,0,,Acne
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I5, Very gentle,19,19,2.421052632,2.421052632,P4L4I1984, combo/oily skin,P4R1371,5,No,Yes,No,0,0,,Acne
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I2, combination acne prone skin,16,16,2.375,2.375,P4L4I1985, made me break out,P4R1371,5,No,Yes,No,0,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I2, combination acne prone skin,8,8,4.625,4.625,P4L4I1986, to buy the value size about 2 months ago,P4R610,5,No,Yes,No,6,1,,
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I5, Very gentle,14,14,4.785714286,4.785714286,P4L4I1987, My dermatologist recommended it,P4R646,5,No,Yes,No,8,1,,Dark Circles
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I7, Age is [35],11,11,4.181818182,4.181818182,P4L4I1988, one of the ladies at Sephora,P4R829,3,No,No,No,5,3,,
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I1, very dry T-Zone quickly,29,27,2.037037037,2,P4L4I1989, caused a few pimples!,P4R829,3,No,No,No,5,3,,
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I1, very dry T-Zone quickly,12,11,3.909090909,3.916666667,P4L4I1990, Bought this product based on positive reviews,P4R878,1,No,No,No,6,0,,
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I11, never caused an acne flare,25,25,4.44,4.44,P4L4I1991, YouTube videos,P4R878,1,No,No,No,6,0,,
Negative,P4L1I3,Emotional,26,24,3,2.958333333,P4L2I6,Purchase,11,11,2.909090909,2.909090909,P4L3I1, very dry T-Zone quickly,11,11,2.909090909,2.909090909,P4L4I1992, returned,P4R878,1,No,No,No,6,0,,
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I1, very dry T-Zone quickly,29,27,2.037037037,2,P4L4I874, clogged my pores,P4R878,1,No,No,No,6,0,,
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I1, very dry T-Zone quickly,29,27,2.037037037,2,P4L4I1993, caused giant exploding pimples,P4R878,1,No,No,No,6,0,,
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I7, Age is [35],11,11,4.181818182,4.181818182,P4L4I1994, went into Sephora,P4R963,2,No,No,No,3,0,,
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I3, calm any redness,18,18,1.888888889,1.888888889,P4L4I1995, very sensitive combination skin,P4R963,2,No,No,No,3,0,,
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I4, dark acne scars,12,11,3.090909091,3.083333333,P4L4I1996, it BURNED,P4R963,2,No,No,No,3,0,,
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I2, combination acne prone skin,8,8,4.625,4.625,P4L4I1997, bought this during a sale,P4R1093,3,No,No,No,0,0,,Dullness
Negative,P4L1I3,Emotional,26,24,3,2.958333333,P4L2I15,Competitor,,,,,P4L3I5, Very gentle,15,14,4.857142857,4.733333333,P4L4I1998, used this up.. first on my face,P4R1093,3,No,No,No,0,0,,Dullness
Negative,P4L1I3,Emotional,26,24,3,2.958333333,P4L2I15,Competitor,,,,,P4L3I5, Very gentle,15,14,4.857142857,4.733333333,P4L4I1999, then used over half of it as a body lotion. I used it for way too long. I’ve noticed more hydrating/ glowing results with origins/fresh beauty.,P4R1093,3,No,No,No,0,0,,Dullness
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I11, never caused an acne flare,25,25,4.44,4.44,P4L4I2000, hearing about it from people that I know,P4R1097,2,No,No,No,0,0,,Acne
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I25, this one is PERFECTION,10,10,2.9,2.9,P4L4I2001, didn't find it moisturizing,P4R1097,2,No,No,No,0,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I8, fungal acne,19,18,4.277777778,4.315789474,P4L4I2002, after trying a sample,P4R1099,3,No,No,No,0,1,,Blackheads
Negative,P4L1I1,Application,79,69,2.860759494,2.898550725,P4L2I1,Texture,54,47,2.962962963,3.042553191,P4L3I32, absorbs it immediately,9,9,3.222222222,3.222222222,P4L4I46, not greasy,P4R1099,3,No,No,No,0,1,,Blackheads
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I13, have eczema,13,12,2.416666667,2.461538462,P4L4I2003, not strong enough,P4R1099,3,No,No,No,0,1,,Blackheads
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I1, very dry T-Zone quickly,25,22,2.363636364,2.4,P4L4I2004, My forearm is still dry,P4R1099,3,No,No,No,0,1,,Blackheads
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I8, fungal acne,19,18,4.277777778,4.315789474,P4L4I2005, got a big sample size with my rewards points,P4R1132,1,No,No,No,10,0,35-44,Aging
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I5, Very gentle,19,19,2.421052632,2.421052632,P4L4I2006, combination skin but,P4R1132,1,No,No,No,10,0,35-44,Aging
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I4, dark acne scars,12,11,3.090909091,3.083333333,P4L4I2007, horrible,P4R1132,1,No,No,No,10,0,35-44,Aging
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I13, have eczema,16,16,2.8125,2.8125,P4L4I2008, painful breakouts,P4R1132,1,No,No,No,10,0,35-44,Aging
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I11, never caused an acne flare,25,25,4.44,4.44,P4L4I2009, It because I running low on it,P4R1169,5,No,Yes,No,0,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I1, very dry T-Zone quickly,12,11,3.909090909,3.916666667,P4L4I2010, quite good reviews,P4R1187,2,No,No,No,2,9,,Aging
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I25, this one is PERFECTION,10,10,2.9,2.9,P4L4I2011, doesn’t keep my hands moisturised,P4R1187,2,No,No,No,2,9,,Aging
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I13, have eczema,13,12,2.416666667,2.461538462,P4L4I2012, doesn’t really do ultra repair,P4R1187,2,No,No,No,2,9,,Aging
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I7, Age is [35],11,11,4.181818182,4.181818182,P4L4I2013, Thanks to the awesome Sephora product consultant,P4R1216,5,No,Yes,No,0,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I8,Demographic,135,133,4.874074074,4.872180451,P4L3I5, Very gentle,15,15,4.933333333,4.933333333,P4L4I2014, extremely sensitive skin.,P4R1216,5,No,Yes,No,0,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I1, very dry T-Zone quickly,12,11,3.909090909,3.916666667,P4L4I2015, after reading all the rave reviews,P4R1217,3,No,Yes,No,0,0,,Aging
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I7, Age is [35],11,11,4.181818182,4.181818182,P4L4I2016, because a Sephora employee,P4R1264,3,No,No,No,0,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I8,Demographic,135,133,4.874074074,4.872180451,P4L3I39, reduced redness,20,19,4.684210526,4.7,P4L4I2017, cold weather in nyc,P4R1264,3,No,No,No,0,0,,Acne
Negative,P4L1I4,Product,86,72,3.197674419,3.333333333,P4L2I4,Price,13,13,3.846153846,3.846153846,P4L3I1, very dry T-Zone quickly,13,13,3.846153846,3.846153846,P4L4I2018, not great for the value,P4R1264,3,No,No,No,0,0,,Acne
Negative,P4L1I3,Emotional,26,24,3,2.958333333,P4L2I15,Competitor,,,,,P4L3I1, very dry T-Zone quickly,22,16,4.3125,4.5,P4L4I2019, like the First aid beauty Ultra Repair,P4R1264,3,No,No,No,0,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I11, never caused an acne flare,25,25,4.44,4.44,P4L4I2020, all the hype around it,P4R1358,1,No,No,No,1,0,,Acne
Negative,P4L1I1,Application,79,69,2.860759494,2.898550725,P4L2I1,Texture,54,47,2.962962963,3.042553191,P4L3I32, absorbs it immediately,9,9,3.222222222,3.222222222,P4L4I2021, every time I touched my face I felt like an oil slick,P4R1358,1,No,No,No,1,0,,Acne
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I5, Very gentle,19,19,2.421052632,2.421052632,P4L4I2022, combo skin that is more dry,P4R1358,1,No,No,No,1,0,,Acne
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I12, recommend trying this product,13,13,1.846153846,1.846153846,P4L4I69, acne prone skin,P4R1358,1,No,No,No,1,0,,Acne
Negative,P4L1I1,Application,79,69,2.860759494,2.898550725,P4L2I11,Application,25,22,2.64,2.590909091,P4L3I1, very dry T-Zone quickly,25,22,2.590909091,2.64,P4L4I2023, tried this as an AM moisturizer,P4R1358,1,No,No,No,1,0,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I7,Motivation,89,87,4.382022472,4.379310345,P4L3I11, never caused an acne flare,25,25,4.44,4.44,P4L4I2024, highley reccomend,P4R1370,5,No,Yes,No,0,0,18-24,
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I9,Ingredients,23,19,4.782608696,4.789473684,P4L3I2, combination acne prone skin,11,10,4.7,4.727272727,P4L4I2025, because of the ingredients,P4R656,2,No,No,No,3,4,,Acne
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I8, fungal acne,8,8,2.25,2.25,P4L4I2026, stuff is not hydrating,P4R656,2,No,No,No,3,4,,Acne
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I14,Performance,24,20,1.958333333,2.15,P4L3I1, very dry T-Zone quickly,24,20,2.15,1.958333333,P4L4I2027, skin feels tight and dry,P4R656,2,No,No,No,3,4,,Acne
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I9,Ingredients,23,19,4.782608696,4.789473684,P4L3I1, very dry T-Zone quickly,12,9,4.888888889,4.833333333,P4L4I2028, lactic acid peel,P4R1063,4,No,Yes,No,0,0,25-34,Dullness
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I9,Ingredients,23,19,4.782608696,4.789473684,P4L3I1, very dry T-Zone quickly,12,9,4.888888889,4.833333333,P4L4I2029, renew,P4R1063,4,No,Yes,No,0,0,25-34,Dullness
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I2, combination acne prone skin,16,16,2.375,2.375,P4L4I2030, shea butter will break me out,P4R1063,4,No,Yes,No,0,0,25-34,Dullness
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I8,Demographic,135,133,4.874074074,4.872180451,P4L3I2, combination acne prone skin,11,11,4.818181818,4.818181818,P4L4I306, Both my husband and I,P4R920,5,No,Yes,No,0,0,,Aging
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I8,Demographic,135,133,4.874074074,4.872180451,P4L3I12, recommend trying this product,20,20,4.95,4.95,P4L4I2031, my arms are completely smooth,P4R1060,5,No,Yes,No,0,0,,
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I8,Demographic,135,133,4.874074074,4.872180451,P4L3I6, price is worth it,10,10,5,5,P4L4I2032, Will definitely recommend to anybody and everybody,P4R1060,5,No,Yes,No,0,0,,
Positive,P4L1I4,Product,443,423,4.749435666,4.747044917,P4L2I8,Demographic,135,133,4.874074074,4.872180451,P4L3I12, recommend trying this product,20,20,4.95,4.95,P4L4I2033, my partner graduated to this product,P4R1346,5,No,Yes,No,0,0,,Blackheads
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I15,Competitor,,,,,P4L3I1, very dry T-Zone quickly,14,11,3.454545455,3.785714286,P4L4I2034, Tatcha dewy moisturizer,P4R765,2,No,No,No,7,11,,Blackheads
Negative,P4L1I1,Application,79,69,2.860759494,2.898550725,P4L2I1,Texture,54,47,2.962962963,3.042553191,P4L3I3, calm any redness,24,18,2.722222222,2.708333333,P4L4I2035, made my skin feel like it wasn’t getting enough hydration,P4R765,2,No,No,No,7,11,,Blackheads
Negative,P4L1I3,Emotional,26,24,3,2.958333333,P4L2I3,Sentiment,13,12,3.076923077,3,P4L3I1, very dry T-Zone quickly,13,12,3,3.076923077,P4L4I2036, seeing the words intense hydratio,P4R765,2,No,No,No,7,11,,Blackheads
Negative,P4L1I3,Emotional,26,24,3,2.958333333,P4L2I6,Purchase,11,11,2.909090909,2.909090909,P4L3I1, very dry T-Zone quickly,11,11,2.909090909,2.909090909,P4L4I2037, Will not be repurchasing,P4R765,2,No,No,No,7,11,,Blackheads
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I15,Competitor,,,,,P4L3I1, very dry T-Zone quickly,14,11,3.454545455,3.785714286,P4L4I2038, hydrating serum from FAB,P4R892,1,No,No,No,5,2,,Acne
Negative,P4L1I4,Product,86,72,3.197674419,3.333333333,P4L2I13,Odor,32,25,2.78125,2.92,P4L3I1, very dry T-Zone quickly,32,25,2.92,2.78125,P4L4I2039, am thoroughly disappointed. I’m pregnant,P4R892,1,No,No,No,5,2,,Acne
Negative,P4L1I4,Product,86,72,3.197674419,3.333333333,P4L2I13,Odor,32,25,2.78125,2.92,P4L3I1, very dry T-Zone quickly,32,25,2.92,2.78125,P4L4I2040, so my skin has been extremely dry,P4R892,1,No,No,No,5,2,,Acne
Negative,P4L1I4,Product,86,72,3.197674419,3.333333333,P4L2I13,Odor,32,25,2.78125,2.92,P4L3I1, very dry T-Zone quickly,32,25,2.92,2.78125,P4L4I2041, smells like a nasty after shave product,P4R892,1,No,No,No,5,2,,Acne
Negative,P4L1I1,Application,79,69,2.860759494,2.898550725,P4L2I11,Application,25,22,2.64,2.590909091,P4L3I1, very dry T-Zone quickly,25,22,2.590909091,2.64,P4L4I2042, peeling off of my face almost immediately,P4R892,1,No,No,No,5,2,,Acne
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I4, dark acne scars,12,11,3.090909091,3.083333333,P4L4I2043, feeling even more itchy,P4R892,1,No,No,No,5,2,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I15,Competitor,,,,,P4L3I1, very dry T-Zone quickly,14,11,3.454545455,3.785714286,P4L4I2044, CeraVe from the drugstore,P4R1013,1,No,No,No,8,0,18-24,
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I46, good hydrating moisturizer,13,11,1.454545455,1.461538462,P4L4I2045, cause of some breakouts,P4R1013,1,No,No,No,8,0,18-24,
Negative,P4L1I4,Product,86,72,3.197674419,3.333333333,P4L2I4,Price,13,13,3.846153846,3.846153846,P4L3I1, very dry T-Zone quickly,13,13,3.846153846,3.846153846,P4L4I2046, definitely isn't worth it,P4R1013,1,No,No,No,8,0,18-24,
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I15,Competitor,,,,,P4L3I1, very dry T-Zone quickly,14,11,3.454545455,3.785714286,P4L4I2047, Kiehl's Ultra Facial Cream,P4R1105,2,No,No,No,7,1,13-17,Sensitivity
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I8, fungal acne,8,8,2.25,2.25,P4L4I2048, hydration of my skin,P4R1105,2,No,No,No,7,1,13-17,Sensitivity
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I46, good hydrating moisturizer,13,11,1.454545455,1.461538462,P4L4I2049, increase in sporadic pimples,P4R1105,2,No,No,No,7,1,13-17,Sensitivity
Negative,P4L1I1,Application,79,69,2.860759494,2.898550725,P4L2I11,Application,25,22,2.64,2.590909091,P4L3I1, very dry T-Zone quickly,25,22,2.590909091,2.64,P4L4I2050, terrible under my light makeup,P4R1105,2,No,No,No,7,1,13-17,Sensitivity
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I5,Allergy,73,70,2.438356164,2.457142857,P4L3I13, have eczema,16,16,2.8125,2.8125,P4L4I2051, even flakes off,P4R1105,2,No,No,No,7,1,13-17,Sensitivity
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I15,Competitor,,,,,P4L3I1, very dry T-Zone quickly,14,11,3.454545455,3.785714286,P4L4I2052, trying a moisturizer from Belif,P4R1252,4,No,Yes,No,0,0,,Acne
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I5, Very gentle,19,19,2.421052632,2.421052632,P4L4I2053, too heavy for my combination skin,P4R1252,4,No,Yes,No,0,0,,Acne
Negative,P4L1I2,Performance,238,225,2.319327731,2.346666667,P4L2I2,Skin,141,135,2.319148936,2.318518519,P4L3I46, good hydrating moisturizer,13,11,1.454545455,1.461538462,P4L4I2054, caused me to break out in small bumps,P4R1252,4,No,Yes,No,0,0,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I15,Competitor,,,,,P4L3I1, very dry T-Zone quickly,14,11,3.454545455,3.785714286,P4L4I2055, benefit aqua bomb,P4R1292,5,No,Yes,No,0,0,,Blackheads
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I15,Competitor,,,,,P4L3I1, very dry T-Zone quickly,14,11,3.454545455,3.785714286,P4L4I2056, better than la mer,P4R1301,5,No,Yes,No,1,0,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I15,Competitor,,,,,P4L3I1, very dry T-Zone quickly,14,11,3.454545455,3.785714286,P4L4I2057, period,P4R1301,5,No,Yes,No,1,0,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I15,Competitor,,,,,P4L3I1, very dry T-Zone quickly,14,11,3.454545455,3.785714286,P4L4I2058, Cerave moisturizer,P4R1302,3,No,No,No,0,0,,Acne
Negative,P4L1I1,Application,79,69,2.860759494,2.898550725,P4L2I1,Texture,54,47,2.962962963,3.042553191,P4L3I3, calm any redness,24,18,2.722222222,2.708333333,P4L4I2059, pills like CRAZY,P4R1302,3,No,No,No,0,0,,Acne
Negative,P4L1I4,Product,86,72,3.197674419,3.333333333,P4L2I13,Odor,32,25,2.78125,2.92,P4L3I1, very dry T-Zone quickly,32,25,2.92,2.78125,P4L4I2060, very strong herbal/medicinal scent,P4R1302,3,No,No,No,0,0,,Acne
Negative,P4L1I4,Product,86,72,3.197674419,3.333333333,P4L2I13,Odor,32,25,2.78125,2.92,P4L3I1, very dry T-Zone quickly,32,25,2.92,2.78125,P4L4I2061, reminds me A LOT of Cerave,P4R1302,3,No,No,No,0,0,,Acne
Positive,P4L1I3,Emotional,230,221,4.917391304,4.918552036,P4L2I10,Brand,34,30,4.764705882,4.766666667,P4L3I5, Very gentle,27,23,4.695652174,4.703703704,P4L4I2062, been buying the 8oz tube directly from FAB,P4R615,4,No,Yes,No,8,1,,Aging
Negative,P4L1I4,Product,86,72,3.197674419,3.333333333,P4L2I12,Packaging,20,17,4.3,4.294117647,P4L3I1, very dry T-Zone quickly,15,13,4.230769231,4.2,P4L4I2063, hate jar packaging,P4R615,4,No,Yes,No,8,1,,Aging
